iter	Logloss
385	0.285011324
386	0.2848150685
387	0.284484407
388	0.2843112406
389	0.2840124982
390	0.2838046828
391	0.2835768895
392	0.2833956176
393	0.2832200079
394	0.2830340534
395	0.282787736
396	0.2824680351
397	0.2822181884
398	0.281979649
399	0.2818076148
400	0.2816133559
401	0.281349507
402	0.2809927639
403	0.280731038
404	0.280402721
405	0.2800914218
406	0.2799041155
407	0.2796134563
408	0.2793363303
409	0.279090038
410	0.2788827325
411	0.2786037026
412	0.2783185236
413	0.2781802694
414	0.2778699451
415	0.2777894715
416	0.2775236397
417	0.277290595
418	0.277135895
419	0.2770110454
420	0.2767969365
421	0.2765163681
422	0.2763300673
423	0.276105765
424	0.2758789046
425	0.2757273297
426	0.275498197
427	0.2751737865
428	0.27504045
429	0.2748432636
430	0.2745415985
431	0.2743767203
432	0.2740746491
433	0.2738889535
434	0.273656763
435	0.2733889541
436	0.2730545531
437	0.272667687
438	0.2724041193
439	0.2722356046
440	0.2720851262
441	0.2719290796
442	0.2717383328
443	0.2715745515
444	0.2714416329
445	0.2712178289
446	0.2710283429
447	0.2709212181
448	0.2706969433
449	0.2704559086
450	0.2701720509
451	0.2698012545
452	0.2694560554
453	0.26917184
454	0.2688593131
455	0.268549406
456	0.2681804055
457	0.2678627206
458	0.2677401027
459	0.2675253592
460	0.2674429077
461	0.2672695636
462	0.2670943188
463	0.2669433916
464	0.2666422576
465	0.266514776
466	0.2662674584
467	0.2661053987
468	0.265996791
469	0.265820668
470	0.2656805008
471	0.2654631507
472	0.2652964504
473	0.2651197932
474	0.2648647872
475	0.2645686133
476	0.2643390343
477	0.264039969
478	0.2639087291
479	0.263711007
480	0.2635590789
481	0.2633717868
482	0.2631682366
483	0.2629253401
484	0.2627513989
485	0.262586767
486	0.2623896522
487	0.2622450829
488	0.2619339381
489	0.2617080615
490	0.2613402201
491	0.2611286554
492	0.2607986689
493	0.2605601694
494	0.2602502008
495	0.2600224829
496	0.2598226836
497	0.2596400118
498	0.2594736187
499	0.2591948333
500	0.259044828
501	0.258883713
502	0.2587126316
503	0.2584571264
504	0.2582685494
505	0.2580007085
506	0.2578345477
507	0.2575755391
508	0.2574226509
509	0.2572558872
510	0.2569533531
511	0.2567906532
512	0.256718826
513	0.2565335976
514	0.2563311611
515	0.2562081252
516	0.2559631599
517	0.2558309442
518	0.2556773678
519	0.2555481377
520	0.2552976762
521	0.2551321498
522	0.2549530128
523	0.2546122093
524	0.2543737852
525	0.2542123888
526	0.2539552857
527	0.2538435536
528	0.2536080945
529	0.2532958884
530	0.2531369408
531	0.2529288624
532	0.2527509687
533	0.2525982898
534	0.2524106951
535	0.252125216
536	0.2519362531
537	0.2517670658
538	0.2515254322
539	0.2513378276
540	0.2511484454
541	0.2508885989
542	0.250687938
543	0.2504702715
544	0.2501676699
545	0.2499932258
546	0.2497508004
547	0.2494774722
548	0.2491980968
549	0.2489730512
550	0.2487959934
551	0.248609126
552	0.2483934848
553	0.2481996308
554	0.2481131251
555	0.2478940438
556	0.2477061928
557	0.2475768868
558	0.2474140277
559	0.2472013641
560	0.2468599956
561	0.2466747668
562	0.2465114215
563	0.2463360962
564	0.2461819643
565	0.2460074399
566	0.2459091947
567	0.2457331498
568	0.2455398119
569	0.2451571561
570	0.2450136608
571	0.2448085749
572	0.244659583
573	0.2445015748
574	0.2442464848
575	0.2441108371
576	0.2439765345
577	0.2438392954
578	0.2436927429
579	0.2435068884
580	0.2432299393
581	0.2430967257
582	0.242928287
583	0.2427177123
584	0.2425233191
585	0.242296736
586	0.2421364992
587	0.241935452
588	0.2416102481
589	0.241521256
590	0.2414149051
591	0.241089581
592	0.2408824221
593	0.2407003022
594	0.2405648108
595	0.2404244478
596	0.2402565822
597	0.2400704252
598	0.2399135939
599	0.2396830805
600	0.239442305
601	0.2392235333
602	0.2388920673
603	0.2388009682
604	0.2386455162
605	0.2381692129
606	0.2379352857
607	0.2378115057
608	0.2376456048
609	0.2373412916
610	0.2371829916
611	0.237061724
612	0.2367461115
613	0.2365528901
614	0.2362941892
615	0.2361703265
616	0.2360445639
617	0.2358617	0.2618	0.2355618	0.2619	0.2352619	0.2402018253
620	0.2400085773
621	0.2397064671
622	0.2394259387
623	0.2392349583
624	0.2391136267
625	0.2389795737
626	0.2387508318
627	0.2386216155
628	0.2384745195
629	0.2382750499
630	0.2381032748
631	0.2378935441
632	0.2377226134
633	0.2375187294
634	0.2372962553
635	0.2372083638
636	0.2370435675
637	0.2368648511
638	0.2366849822
639	0.2365313053
640	0.2363440965
641	0.2361187991
642	0.2357831878
643	0.2355400582
644	0.2353660924
645	0.2352554675
646	0.2351070904
647	0.2349334543
648	0.2346775163
649	0650	0.2294114506
651	0.2292890966
652	0.2291321531
653	0.2288563076
654	0.228655574
655	0.2285412819
656	0.2283445661
657	0.2282250637
658	0.2280718284
659	0.2278951285
660	0.2277688046
661	0.2275643201
662	0.2272629491
663	0.2270787509
664	0.2268144939
665	0.2266214476
666	0.2264037715
667	0.2262354352
668	0.2260336792
669	0.225866552
670	0.2257377275
671	0.2256311765
672	0.2254581058
673	0.2252047289
674	0.2249226887
675	0.2246362782
676	0.2245042255
677	0.2243614794
678	0.224105207
679	0.2238436598
680	0.2237405752
681	0.2234920525
682	0.2233709245
683	0.2232571485
684	0.2230956987
685	0.2227465739
686	0.2225701144
687	0.2224164423
688	0.2222374918
689	0.2220131442
690	0.2217880546
691	0.2215809868
692	0.2213854579
693	0.2212823246
694	0.2211531608
695	0.2209435171
696	0.2207500982
697	0.2205356667
698	0.2204177309
699	0.2202498521
700	0.2200838251
701	0.2199121034
702	0.2196115888
703	0.2194253951
704	0.2192159369
705	0.2190666154
706	0.2189292571
707	0.2188306053
708	0.2186626256
709	0.2185500623
710	0.2183933094
711	0.2181183454
712	0.2180014861
713	0.2176855735
714	0.2173984272
715	0.2170805424
716	0.2168606106
717	0.2166820439
718	0.2164534115
719	0.2161676953
720	0.2158280097
721	0.2155682397
722	0.2153954699
723	0.2152416027
724	0.2151362621
725	0.2150105482
726	0.2148365792
727	0.2146337067
728	0.2144303143
729	0.2142255116
730	0.2141196669
731	0.2140348879
732	0.2139170786
733	0.2136955741
734	0.2136438466
735	0.2135393017
736	0.2133475869
737	0.213186061
738	0.2129012628
739	0.2127415917
740	0.2125666727
741	0.2124356186
742	0.2122612504
743	0.212114487
744	0.2118412428
745	0.211524664
746	0.2113508092
747	0.2110811854
748	0.2109704824
749	0.2107031718
750	0.2105521166
751	0.2103483596
752	0.2101716367
753	0.2100562259
754	0.209908154
755	0.2096793702
756	0.2095738554
757	0.2093151441
758	0.2090638852
759	0.2089537252
760	0.208767637
761	0.2085009269
762	0.2083414297
763	0.2081529273
764	0.2078912804
765	0.2077327885
766	0.207612371
767	0.2075259588
768	0.2072876462
769	0.2070581821
770	0.206803344
771	0.2065244805
772	0.2062533661
773	0.2061756437
774	0.2060580693
775	0.2059858443
776	0.2056870865
777	0.2054341527
778	0.2051650774
779	0.2050174539
780	0.2047447035
781	0.2045968028
782	0.2044525032
783	0.2043479012
784	0.204179607
785	0.2040367227
786	0.2039207959
787	0.2038037628
788	0.2035932451
789	0.2033491061
790	0.2032535061
791	0.2031401074
792	0.2030012861
793	0.2027761466
794	0.2026157205
795	0.202493987
796	0.2022870558
797	0.2020620508
798	0.2018906369
799	0.2017386134
800	0.2016148688
801	0.2013823659
802	0.201155718
803	0.2010404341
804	0.200934764
805	0.200800007
806	0.2005830363
807	0.2004367851
808	0.2003122474
809	0.200166744
810	0.2000613563
811	0.199922881
812	0.1997999876
813	0.199512464
814	0.1992589778
815	0.1991052116
816	0.1989326334
817	0.198720567
818	0.1985990629
819	0.1984437189
820	0.1983348334
821	0.1980982428
822	0.1979807987
823	0.1977773258
824	0.197690428
825	0.1975311183
826	0.1974251413
827	0.1973484689
828	0.1972072567
829	0.1970191029
830	0.1969103847
831	0.1966976779
832	0.1966657132
833	0.1965283337
834	0.1963906604
835	0.1962734617
836	0.1960446608
837	0.1959637244
838	0.1957616897
839	0.1956698586
840	0.1954868769
841	0.1953087474
842	0.1950490334
843	0.1948039853
844	0.1946706946
845	0.1945213474
846	0.1942961221
847	0.1942299358
848	0.1940914314
849	0.1938420419
850	0.1936469435
851	0.1934451988
852	0.1932458236
853	0.1931206115
854	0.1930318439
855	0.1929509872
856	0.1928604524
857	0.1927833882
858	0.1926065549
859	0.1924177131
860	0.1923349055
861	0.1921741626
862	0.1919531249
863	0.191798011
864	0.1916111337
865	0.1913656572
866	0.1912426801
867	0.1911168724
868	0.1909308848
869	0.1906759904
870	0.1904219449
871	0.1902986393
872	0.1901993718
873	0.1899665567
874	0.1897536219
875	0.1895895902
876	0.1894137969
877	0.1892671883
878	0.1891196509
879	0.1890237078
880	0.1889317707
881	0.1888131618
882	0.1886755934
883	0.1886098957
884	0.1884185794
885	0.1881624764
886	0.1879411656
887	0.1877517917
888	0.1875401218
889	0.1873116152
890	0.1871638142
891	0.1869543958
892	0.1866877121
893	0.1866221755
894	0.1864118967
895	0.1861809214
896	0.1860271859
897	0.1858773509
898	0.1857587292
899	0.1856694138
900	0.1854522637
901	0.1852313012
902	0.1850575922
903	0.1848104291
904	0.1846940268
905	0.1845612717
906	0.1844258903
907	0.1843448556
908	0.1842382571
909	0.1840622012
910	0.1839002848
911	0.1838315913
912	0.1836561356
913	0.1835881094
914	0.1835082939
915	0.1833524873
916	0.1830829184
917	0.1829654924
918	0.1828232115
919	0.182683463
920	0.1825044174
921	0.1822744112
922	0.1821418151
923	0.1820619456
924	0.1819066576
925	0.1818084686
926	0.1816475252
927	0.1814251055
928	0.1813275364
929	0.1812012689
930	0.1810877311
931	0.1809854208
932	0.1808056977
933	0.1806698134
934	0.1805229416
935	0.1803267152
936	0.1801875968
937	0.1800167967
938	0.1798808845
939	0.179641161
940	0.179541548
941	0.1794334324
942	0.1792716801
943	0.1791560407
944	0.1790653989
945	0.1789879336
946	0.1788504126
947	0.1786622963
948	0.1785300183
949	0.1783420853
950	0.1781452825
951	0.177973272
952	0.1778689431
953	0.1777845213
954	0.1776596285
955	0.177444369
956	0.177280752
957	0.1771505134
958	0.1770363708
959	0.1769664787
960	0.1768015326
961	0.1767002926
962	0.1765993109
963	0.1764281562
964	0.1762406528
965	0.1761424358
966	0.1759400834
967	0.1757821385
968	0.1756189791
969	0.1755125883
970	0.1754667674
971	0.1752433681
972	0.1751463178
973	0.175013423
974	0.1748474837
975	0.174657066
976	0.1745997572
977	0.1745154417
978	0.1743375349
979	0.1741508843
980	0.1739950474
981	0.1738697065
982	0.1736761619
983	0.1735490962
984	0.1733512713
985	0.1731457348
986	0.1729200883
987	0.172748106
988	0.1725607112
989	0.1724731446
990	0.1723978155
991	0.1722405577
992	0.1720269999
993	0.1719110381
994	0.171805878
995	0.1717160425
996	0.1715999836
997	0.171488252
998	0.1712934686
999	0.1711728102
1323
467318
